Phase,Scene,Planner,Seed,Success,Length,Clearance,Time
small,w5,RRT*,13,True,49.906,0,0.0302
small,w5,RRT*,14,True,49.104,1,0.0308
small,w5,RRT*,15,True,49.268,1,0.03
small,w5,RRT*,16,True,54.443,1,0.0271
small,w5,RRT*,17,True,50.81,1,0.0246
small,w5,RRT*,18,True,49.203,0,0.0255
small,w5,RRT*,19,True,49.174,1,0.0282
small,w5,RRT*,20,True,49.159,1,0.0261
small,w5,RRT*,21,True,49.697,0,0.0263
small,w5,RRT*,22,True,49.567,1,0.0395
small,w5,RRT*,23,True,51.111,1,0.0342
small,w5,RRT*,24,True,49.52,1,0.0377
small,w5,RRT*,25,True,51.413,1,0.0265
small,w5,RRT*,26,True,50.154,1,0.0244
small,w5,RRT*,27,True,49.001,0,0.0267
small,w5,RRT*,28,True,50.094,1,0.0245
small,w5,RRT*,29,True,51.302,1,0.0241
small,w5,RRT*,30,True,49.248,1,0.0247
small,w5,RRT*,31,True,50.007,0,0.027
small,w5,RRT*,32,True,49.128,1,0.0259
small,w5,RRT*,33,True,49.15,1,0.0239
small,w5,RRT*,34,True,49.107,0,0.0268
small,w5,RRT*,35,True,49.08,1,0.0269
small,w5,RRT*,36,True,49.617,1,0.027
small,w5,RRT*,37,True,49.513,1,0.0279
small,w5,RRT*,38,True,50.139,1,0.023
small,w5,RRT*,39,True,51.044,0,0.0214
small,w5,RRT*,40,True,49.665,0,0.0275
small,w5,RRT*,41,True,49.239,1,0.0241
small,w5,RRT*,42,True,49.705,0,0.0272
small,w5,RRT*,43,True,49.431,0,0.0249
small,w5,RRT*,44,True,49.146,0,0.0257
small,w5,RRT*,45,True,49.682,1,0.0248
small,w5,RRT*,46,False,0.0,0.0,0.0185
small,w5,RRT*,47,True,49.174,1,0.0258
small,w5,RRT*,48,True,49.416,1,0.0258
small,w5,RRT*,49,True,50.425,1,0.0215
small,w5,RRT*,50,True,49.78,1,0.0258
small,w5,RRT*,51,True,49.945,0,0.0253
small,w5,RRT*,52,True,49.208,1,0.0261
small,w5,RRT*,53,True,49.719,1,0.0278
small,w5,RRT*,54,True,50.053,0,0.0214
small,w5,RRT*,55,True,49.357,0,0.0235
small,w5,RRT*,56,True,51.067,1,0.0253
small,w5,RRT*,57,True,50.661,1,0.0267
small,w5,RRT*,58,True,49.265,0,0.0235
small,w5,RRT*,59,True,50.316,1,0.0248
small,w5,RRT*,60,True,50.009,1,0.027
small,w5,RRT*,61,True,49.693,1,0.0233
small,w5,RRT*,62,True,49.537,1,0.0263
small,w5,RRT*,63,True,49.737,1,0.0253
small,w5,RRT*,64,True,50.596,0,0.0242
small,w5,RRT*,65,True,51.596,1,0.0214
small,w5,RRT*,66,True,49.939,1,0.0236
small,w5,RRT*,67,True,49.11,0,0.0243
small,w5,RRT*,68,True,50.351,1,0.0223
small,w5,RRT*,69,True,50.16,0,0.0246
small,w5,RRT*,70,True,49.437,0,0.0267
small,w5,RRT*,71,True,50.084,0,0.0277
small,w5,RRT*,72,True,53.58,1,0.0271
small,w5,RRT*,73,True,49.911,0,0.0243
small,w5,RRT*,74,True,49.471,1,0.0254
small,w5,RRT*,75,True,51.498,1,0.0196
small,w5,RRT*,76,True,49.046,0,0.0272
small,w5,RRT*,77,True,48.85,0,0.0238
small,w5,RRT*,78,True,49.386,0,0.0265
small,w5,RRT*,79,True,50.533,1,0.0277
small,w5,RRT*,80,True,51.582,1,0.0246
small,w5,RRT*,81,True,49.552,0,0.0241
small,w5,RRT*,82,True,50.566,2,0.0235
small,w5,RRT*,83,True,49.513,1,0.0268
small,w5,RRT*,84,True,50.156,1,0.0323
small,w5,RRT*,85,True,49.562,1,0.0307
small,w5,RRT*,86,True,49.611,0,0.0217
small,w5,RRT*,87,True,50.675,1,0.0221
small,w5,RRT*,88,True,50.325,1,0.0246
small,w5,RRT*,89,True,50.168,1,0.0226
small,w5,RRT*,90,True,49.013,1,0.0281
small,w5,RRT*,91,True,49.846,0,0.0245
small,w5,RRT*,92,True,50.361,0,0.0253
small,w5,RRT*,93,True,49.478,1,0.0227
small,w5,RRT*,94,True,48.994,0,0.0256
small,w5,RRT*,95,True,49.371,1,0.0278
small,w5,RRT*,96,True,50.251,1,0.028
small,w5,RRT*,97,True,52.409,0,0.0259
small,w5,RRT*,98,True,49.638,0,0.0259
small,w5,RRT*,99,True,49.152,0,0.0257
small,w4,RRT,0,True,59.28,1,0.0022
small,w4,RRT,1,True,64.341,1,0.0037
small,w4,RRT,2,True,54.797,1,0.0025
small,w4,RRT,3,True,61.912,0,0.0049
small,w4,RRT,4,True,60.964,1,0.0057
small,w4,RRT,5,True,58.274,1,0.004
small,w4,RRT,6,True,53.711,1,0.0028
small,w4,RRT,7,True,60.066,1,0.0075
small,w4,RRT,8,True,58.41,0,0.0037
small,w4,RRT,9,True,61.786,0,0.0104
small,w4,RRT,10,True,55.236,1,0.0048
small,w4,RRT,11,True,60.936,1,0.0042
small,w4,RRT,12,True,54.695,0,0.0088
small,w4,RRT,13,True,56.379,1,0.0071
small,w4,RRT,14,True,62.332,1,0.0029
small,w4,RRT,15,True,58.316,1,0.0031
small,w4,RRT,16,True,59.068,1,0.0018
small,w4,RRT,17,True,58.042,1,0.0061
small,w4,RRT,18,True,59.839,1,0.0037
small,w4,RRT,19,True,64.083,1,0.0034
small,w4,RRT,20,True,55.025,0,0.0017
small,w4,RRT,21,True,63.418,1,0.0031
small,w4,RRT,22,True,60.182,1,0.0072
small,w4,RRT,23,True,57.761,1,0.0037
small,w4,RRT,24,True,54.434,1,0.0027
small,w4,RRT,25,True,59.979,1,0.005
small,w4,RRT,26,True,55.784,1,0.003
small,w4,RRT,27,True,57.794,0,0.0026
small,w4,RRT,28,True,58.898,0,0.0024
small,w4,RRT,29,True,60.742,1,0.0059
small,w4,RRT,30,True,64.51,1,0.0043
small,w4,RRT,31,True,57.922,1,0.0027
small,w4,RRT,32,True,55.784,1,0.0053
small,w4,RRT,33,True,56.966,1,0.0053
small,w4,RRT,34,True,64.308,0,0.0027
small,w4,RRT,35,True,58.265,1,0.0041
small,w4,RRT,36,True,61.384,0,0.0039
small,w4,RRT,37,False,0.0,0.0,0.0116
small,w4,RRT,38,True,60.339,0,0.0044
small,w4,RRT,39,True,56.117,0,0.0045
small,w4,RRT,40,True,60.0,1,0.0036
small,w4,RRT,41,True,60.433,1,0.003
small,w4,RRT,42,False,0.0,0.0,0.0104
small,w4,RRT,43,True,56.129,0,0.0053
small,w4,RRT,44,True,53.236,1,0.0033
small,w4,RRT,45,True,66.473,0,0.0062
small,w4,RRT,46,True,59.75,1,0.0024
small,w4,RRT,47,True,58.433,1,0.0072
small,w4,RRT,48,True,53.328,1,0.0024
small,w4,RRT,49,True,57.353,1,0.0042
small,w4,RRT,50,True,61.093,1,0.0036
small,w4,RRT,51,True,67.238,1,0.0028
small,w4,RRT,52,True,59.794,0,0.0049
small,w4,RRT,53,True,61.299,1,0.0031
small,w4,RRT,54,True,64.855,1,0.004
small,w4,RRT,55,True,62.691,0,0.0024
small,w4,RRT,56,True,59.353,1,0.0012
small,w4,RRT,57,True,58.787,1,0.0031
small,w4,RRT,58,True,52.621,1,0.0009
small,w4,RRT,59,True,61.801,1,0.0056
small,w4,RRT,60,True,56.53,0,0.0034
small,w4,RRT,61,False,0.0,0.0,0.0103
small,w4,RRT,62,True,67.464,0,0.0072
small,w4,RRT,63,True,56.287,1,0.0041
small,w4,RRT,64,True,53.784,1,0.0052
small,w4,RRT,65,True,59.904,1,0.005
small,w4,RRT,66,True,55.28,1,0.0026
small,w4,RRT,67,True,56.938,0,0.0042
small,w4,RRT,68,True,65.418,1,0.0103
small,w4,RRT,69,True,59.336,0,0.0051
small,w4,RRT,70,True,65.507,1,0.0056
small,w4,RRT,71,True,59.417,1,0.0038
small,w4,RRT,72,True,62.527,1,0.0056
small,w4,RRT,73,True,61.816,1,0.0075
small,w4,RRT,74,True,58.75,0,0.0069
small,w4,RRT,75,True,55.256,1,0.0076
small,w4,RRT,76,True,53.038,1,0.006
small,w4,RRT,77,True,60.778,1,0.0048
small,w4,RRT,78,True,52.119,1,0.0009
small,w4,RRT,79,True,59.542,1,0.0047
small,w4,RRT,80,True,60.735,1,0.0059
small,w4,RRT,81,True,67.1,1,0.0028
small,w4,RRT,82,True,60.498,1,0.004
small,w4,RRT,83,True,55.459,1,0.0022
small,w4,RRT,84,True,55.131,1,0.0062
small,w4,RRT,85,True,58.682,1,0.0035
small,w4,RRT,86,True,59.248,1,0.0046
small,w4,RRT,87,True,60.633,0,0.0092
small,w4,RRT,88,False,0.0,0.0,0.0093
small,w4,RRT,89,True,62.574,1,0.003
small,w4,RRT,90,True,55.736,1,0.0033
small,w4,RRT,91,True,53.935,0,0.007
small,w4,RRT,92,True,66.157,1,0.0092
small,w4,RRT,93,True,66.603,1,0.0055
small,w4,RRT,94,True,66.884,1,0.0073
small,w4,RRT,95,True,57.529,1,0.0026
small,w4,RRT,96,True,61.522,1,0.0039
small,w4,RRT,97,True,65.171,0,0.0043
small,w4,RRT,98,True,61.45,1,0.006
small,w4,RRT,99,True,53.813,1,0.0023
small,w4,RRT*,0,True,50.607,1,0.0244
small,w4,RRT*,1,True,50.713,0,0.0217
small,w4,RRT*,2,True,50.144,1,0.0275
small,w4,RRT*,3,True,49.641,0,0.0216
small,w4,RRT*,4,True,50.205,1,0.0257
small,w4,RRT*,5,True,52.72,1,0.0246
small,w4,RRT*,6,True,49.597,1,0.0269
small,w4,RRT*,7,True,50.974,1,0.0239
small,w4,RRT*,8,True,50.291,1,0.02
small,w4,RRT*,9,True,49.463,0,0.0222
small,w4,RRT*,10,True,51.623,0,0.0231
small,w4,RRT*,11,True,51.438,1,0.0279
small,w4,RRT*,12,True,50.61,1,0.0189
small,w4,RRT*,13,True,51.578,1,0.0219
small,w4,RRT*,14,True,50.568,1,0.0276
small,w4,RRT*,15,True,50.868,1,0.029
small,w4,RRT*,16,True,54.443,1,0.0259
small,w4,RRT*,17,True,52.03,1,0.0208
small,w4,RRT*,18,True,50.527,1,0.0235
small,w4,RRT*,19,True,49.795,1,0.0275
small,w4,RRT*,20,True,49.267,0,0.0243
small,w4,RRT*,21,True,50.707,1,0.0258
small,w4,RRT*,22,True,50.178,1,0.0265
small,w4,RRT*,23,True,51.967,1,0.0226
small,w4,RRT*,24,True,50.147,1,0.0273
small,w4,RRT*,25,True,51.989,0,0.0266
small,w4,RRT*,26,True,50.511,1,0.0241
small,w4,RRT*,27,True,49.578,0,0.0284
small,w4,RRT*,28,True,50.74,0,0.0247
small,w4,RRT*,29,True,50.898,1,0.0207
small,w4,RRT*,30,True,50.819,1,0.0236
small,w4,RRT*,31,True,50.638,0,0.0261
small,w4,RRT*,32,True,49.579,1,0.026
small,w4,RRT*,33,True,49.993,1,0.0226
small,w4,RRT*,34,True,49.366,0,0.0259
small,w4,RRT*,35,True,50.486,1,0.0257
small,w4,RRT*,36,True,49.777,1,0.0244
small,w4,RRT*,37,False,0.0,0.0,0.0187
small,w4,RRT*,38,True,51.365,1,0.0188
small,w4,RRT*,39,True,51.631,0,0.0245
small,w4,RRT*,40,True,50.241,1,0.05
small,w4,RRT*,41,True,51.204,1,0.0407
small,w4,RRT*,42,False,0.0,0.0,0.0242
small,w4,RRT*,43,True,51.245,0,0.0255
small,w4,RRT*,44,True,49.298,0,0.0246
small,w4,RRT*,45,True,50.403,1,0.0212
small,w4,RRT*,46,True,49.69,0,0.0281
small,w4,RRT*,47,True,50.631,1,0.0242
small,w4,RRT*,48,True,50.083,1,0.0276
small,w4,RRT*,49,True,50.466,1,0.0263
small,w4,RRT*,50,True,50.561,1,0.0261
small,w4,RRT*,51,True,51.4,0,0.0226
small,w4,RRT*,52,True,53.163,1,0.0235
small,w4,RRT*,53,True,51.494,1,0.0289
small,w4,RRT*,54,True,50.745,1,0.023
small,w4,RRT*,55,True,51.243,1,0.0263
small,w4,RRT*,56,True,50.596,1,0.0255
small,w4,RRT*,57,True,51.335,1,0.0282
small,w4,RRT*,58,True,49.623,1,0.0238
small,w4,RRT*,59,True,50.268,1,0.0251
small,w4,RRT*,60,True,51.09,0,0.0266
small,w4,RRT*,61,False,0.0,0.0,0.0151
small,w4,RRT*,62,True,52.981,0,0.0221
small,w4,RRT*,63,True,50.062,1,0.0251
small,w4,RRT*,64,True,50.917,0,0.0246
small,w4,RRT*,65,True,52.744,1,0.0231
small,w4,RRT*,66,True,50.24,1,0.0246
small,w4,RRT*,67,True,50.16,1,0.0227
small,w4,RRT*,68,True,50.737,1,0.0232
small,w4,RRT*,69,True,50.093,0,0.0229
small,w4,RRT*,70,True,50.056,1,0.0261
small,w4,RRT*,71,True,51.661,1,0.0258
small,w4,RRT*,72,True,52.659,1,0.0263
small,w4,RRT*,73,True,50.803,1,0.0234
small,w4,RRT*,74,True,50.413,1,0.0269
small,w4,RRT*,75,True,51.392,1,0.0187
small,w4,RRT*,76,True,50.433,1,0.019
small,w4,RRT*,77,True,49.789,0,0.0236
small,w4,RRT*,78,True,49.726,0,0.0243
small,w4,RRT*,79,True,51.638,1,0.0294
small,w4,RRT*,80,True,51.539,1,0.0325
small,w4,RRT*,81,True,50.463,1,0.0217
small,w4,RRT*,82,True,50.809,1,0.0237
small,w4,RRT*,83,True,49.634,1,0.0285
small,w4,RRT*,84,True,50.731,1,0.0216
small,w4,RRT*,85,True,49.73,0,0.0244
small,w4,RRT*,86,True,52.167,0,0.0224
small,w4,RRT*,87,True,50.327,0,0.0195
small,w4,RRT*,88,False,0.0,0.0,0.0121
small,w4,RRT*,89,True,50.03,1,0.0239
small,w4,RRT*,90,True,49.713,1,0.0238
small,w4,RRT*,91,True,50.252,0,0.0204
small,w4,RRT*,92,True,51.318,0,0.0231
small,w4,RRT*,93,True,52.116,1,0.022
small,w4,RRT*,94,True,52.384,0,0.0239
small,w4,RRT*,95,True,51.726,1,0.0279
small,w4,RRT*,96,True,52.121,1,0.027
small,w4,RRT*,97,True,52.291,0,0.0252
small,w4,RRT*,98,True,50.527,1,0.0252
small,w4,RRT*,99,True,49.609,0,0.0252
small,wide,RRT,0,True,53.27,3,0.0005
small,wide,RRT,1,True,57.27,3,0.0005
small,wide,RRT,2,True,50.175,4,0.0004
small,wide,RRT,3,True,58.395,3,0.0007
small,wide,RRT,4,True,53.207,2,0.0015
small,wide,RRT,5,True,55.02,4,0.0012
small,wide,RRT,6,True,58.055,4,0.0007
small,wide,RRT,7,True,59.785,2,0.0012
small,wide,RRT,8,True,55.166,3,0.0014
small,wide,RRT,9,True,55.024,4,0.0009
small,wide,RRT,10,True,49.227,4,0.001
small,wide,RRT,11,True,53.785,4,0.0017
small,wide,RRT,12,True,49.687,4,0.0015
small,wide,RRT,13,True,53.963,3,0.0015
small,wide,RRT,14,True,80.543,1,0.0026
small,wide,RRT,15,True,54.129,2,0.0006
small,wide,RRT,16,True,56.905,1,0.002
small,wide,RRT,17,True,54.471,4,0.0007
small,wide,RRT,18,True,58.099,3,0.0009
small,wide,RRT,19,True,57.561,4,0.0005
small,wide,RRT,20,True,59.257,3,0.0005
small,wide,RRT,21,True,51.02,4,0.0005
small,wide,RRT,22,True,52.768,2,0.002
small,wide,RRT,23,True,59.601,4,0.0014
small,wide,RRT,24,True,57.301,4,0.0007
small,wide,RRT,25,True,52.389,3,0.0009
small,wide,RRT,26,True,52.679,4,0.0005
small,wide,RRT,27,True,56.141,2,0.0007
small,wide,RRT,28,True,57.634,3,0.001
small,wide,RRT,29,True,51.954,4,0.0007
small,wide,RRT,30,True,59.46,3,0.0011
small,wide,RRT,31,True,56.191,4,0.0006
small,wide,RRT,32,True,58.641,4,0.0025
small,wide,RRT,33,True,55.492,1,0.0021
small,wide,RRT,34,True,52.284,4,0.0008
small,wide,RRT,35,True,54.964,4,0.0008
small,wide,RRT,36,True,58.38,3,0.0032
small,wide,RRT,37,True,70.022,2,0.0049
small,wide,RRT,38,True,66.497,3,0.0006
small,wide,RRT,39,True,51.625,4,0.0007
small,wide,RRT,40,True,53.266,4,0.0009
small,wide,RRT,41,True,60.173,3,0.001
small,wide,RRT,42,True,61.126,3,0.0055
small,wide,RRT,43,True,62.36,4,0.0007
small,wide,RRT,44,True,66.707,4,0.0012
small,wide,RRT,45,True,52.55,3,0.0009
small,wide,RRT,46,True,57.561,3,0.0013
small,wide,RRT,47,True,56.351,3,0.0007
small,wide,RRT,48,True,54.603,4,0.0008
small,wide,RRT,49,True,51.848,4,0.0015
small,wide,RRT,50,True,50.631,4,0.0004
small,wide,RRT,51,True,60.173,4,0.0007
small,wide,RRT,52,True,53.047,3,0.0006
small,wide,RRT,53,True,56.128,4,0.0008
small,wide,RRT,54,True,54.946,4,0.0006
small,wide,RRT,55,True,58.661,4,0.001
small,wide,RRT,56,True,54.778,4,0.0008
small,wide,RRT,57,True,54.893,4,0.0011
small,wide,RRT,58,True,58.855,1,0.0015
small,wide,RRT,59,True,56.762,3,0.0009
small,wide,RRT,60,True,54.743,4,0.0009
small,wide,RRT,61,True,51.45,4,0.0008
small,wide,RRT,62,True,61.876,2,0.0015
small,wide,RRT,63,True,54.442,4,0.0008
small,wide,RRT,64,True,64.037,4,0.0008
small,wide,RRT,65,True,57.27,4,0.0004
small,wide,RRT,66,True,52.137,3,0.0018
small,wide,RRT,67,True,59.533,4,0.0011
small,wide,RRT,68,True,60.357,4,0.0006
small,wide,RRT,69,True,50.026,4,0.0008
small,wide,RRT,70,True,62.493,3,0.0011
small,wide,RRT,71,True,59.136,3,0.0007
small,wide,RRT,72,True,53.461,4,0.0008
small,wide,RRT,73,True,52.278,3,0.0004
small,wide,RRT,74,True,52.612,4,0.002
small,wide,RRT,75,True,49.131,4,0.0008
small,wide,RRT,76,True,52.127,4,0.0005
small,wide,RRT,77,True,59.349,4,0.0004
small,wide,RRT,78,True,52.568,4,0.0008
small,wide,RRT,79,True,59.198,3,0.0011
small,wide,RRT,80,True,63.001,1,0.0011
small,wide,RRT,81,True,57.993,1,0.0056
small,wide,RRT,82,True,60.026,4,0.0014
small,wide,RRT,83,True,52.67,4,0.0008
small,wide,RRT,84,True,64.845,2,0.0043
small,wide,RRT,85,True,51.45,2,0.0015
small,wide,RRT,86,True,65.223,1,0.0012
small,wide,RRT,87,True,72.718,2,0.0061
small,wide,RRT,88,True,61.45,2,0.0038
small,wide,RRT,89,True,63.282,2,0.001
small,wide,RRT,90,True,63.097,3,0.0013
small,wide,RRT,91,True,63.01,2,0.0022
small,wide,RRT,92,True,53.591,4,0.0004
small,wide,RRT,93,True,53.61,3,0.0011
small,wide,RRT,94,True,62.725,4,0.0023
small,wide,RRT,95,True,55.447,3,0.0031
small,wide,RRT,96,True,62.333,3,0.001
small,wide,RRT,97,True,54.129,4,0.001
small,wide,RRT,98,True,64.57,2,0.0018
small,wide,RRT,99,True,55.381,4,0.0013
small,wide,RRT*,0,True,46.547,4,0.0408
small,wide,RRT*,1,True,47.441,3,0.0411
small,wide,RRT*,2,True,46.623,4,0.0446
small,wide,RRT*,3,True,46.651,4,0.0439
small,wide,RRT*,4,True,46.925,4,0.0432
small,wide,RRT*,5,True,46.736,4,0.0448
small,wide,RRT*,6,True,46.801,4,0.0428
small,wide,RRT*,7,True,46.725,4,0.0425
small,wide,RRT*,8,True,46.651,4,0.046
small,wide,RRT*,9,True,46.673,4,0.0423
small,wide,RRT*,10,True,46.999,4,0.044
small,wide,RRT*,11,True,46.538,4,0.0428
small,wide,RRT*,12,True,46.686,4,0.0446
small,wide,RRT*,13,True,46.941,4,0.0458
small,wide,RRT*,14,True,46.938,4,0.0431
small,wide,RRT*,15,True,47.6,4,0.0448
small,wide,RRT*,16,True,46.935,4,0.043
small,wide,RRT*,17,True,46.936,4,0.0457
small,wide,RRT*,18,True,46.638,4,0.0452
small,wide,RRT*,19,True,46.649,4,0.0456
small,wide,RRT*,20,True,47.086,4,0.0416
small,wide,RRT*,21,True,47.021,4,0.0424
small,wide,RRT*,22,True,46.562,4,0.0445
small,wide,RRT*,23,True,46.486,4,0.0431
small,wide,RRT*,24,True,47.037,3,0.0439
small,wide,RRT*,25,True,46.976,3,0.0427
small,wide,RRT*,26,True,46.725,4,0.0593
small,wide,RRT*,27,True,46.677,4,0.0444
small,wide,RRT*,28,True,46.786,4,0.0413
small,wide,RRT*,29,True,46.686,4,0.0421
small,wide,RRT*,30,True,46.948,4,0.044
small,wide,RRT*,31,True,46.756,4,0.0464
small,wide,RRT*,32,True,47.258,4,0.0438
small,wide,RRT*,33,True,46.799,4,0.0464
small,wide,RRT*,34,True,46.662,4,0.0443
small,wide,RRT*,35,True,46.561,4,0.0453
small,wide,RRT*,36,True,46.71,4,0.0436
small,wide,RRT*,37,True,46.955,4,0.0453
small,wide,RRT*,38,True,47.229,4,0.0415
small,wide,RRT*,39,True,46.825,4,0.0437
small,wide,RRT*,40,True,46.886,4,0.0446
small,wide,RRT*,41,True,46.662,4,0.0429
small,wide,RRT*,42,True,46.799,4,0.045
small,wide,RRT*,43,True,46.573,4,0.0504
small,wide,RRT*,44,True,46.764,4,0.0458
small,wide,RRT*,45,True,46.765,4,0.0449
small,wide,RRT*,46,True,46.71,4,0.0469
small,wide,RRT*,47,True,46.551,4,0.0447
small,wide,RRT*,48,True,46.612,4,0.0448
small,wide,RRT*,49,True,46.788,4,0.0455
small,wide,RRT*,50,True,46.538,4,0.0451
small,wide,RRT*,51,True,46.686,4,0.0467
small,wide,RRT*,52,True,47.203,4,0.0449
small,wide,RRT*,53,True,46.688,4,0.0441
small,wide,RRT*,54,True,46.786,4,0.0444
small,wide,RRT*,55,True,46.949,4,0.0461
small,wide,RRT*,56,True,46.814,4,0.0466
small,wide,RRT*,57,True,46.686,4,0.0428
small,wide,RRT*,58,True,46.562,4,0.0432
small,wide,RRT*,59,True,46.873,4,0.0433
small,wide,RRT*,60,True,47.029,4,0.0451
small,wide,RRT*,61,True,47.086,4,0.0454
small,wide,RRT*,62,True,46.759,4,0.0447
small,wide,RRT*,63,True,47.338,4,0.0437
small,wide,RRT*,64,True,46.992,4,0.0441
small,wide,RRT*,65,True,46.831,4,0.0426
small,wide,RRT*,66,True,46.751,4,0.0477
small,wide,RRT*,67,True,46.638,4,0.0449
small,wide,RRT*,68,True,46.499,4,0.0415
small,wide,RRT*,69,True,46.562,4,0.0463
small,wide,RRT*,70,True,47.043,4,0.0447
small,wide,RRT*,71,True,47.593,4,0.0452
small,wide,RRT*,72,True,47.172,4,0.0454
small,wide,RRT*,73,True,46.647,4,0.045
small,wide,RRT*,74,True,46.838,4,0.0447
small,wide,RRT*,75,True,46.412,4,0.0431
small,wide,RRT*,76,True,46.736,4,0.0433
small,wide,RRT*,77,True,46.81,4,0.0456
small,wide,RRT*,78,True,46.638,4,0.0447
small,wide,RRT*,79,True,46.812,4,0.0478
small,wide,RRT*,80,True,47.056,4,0.0424
small,wide,RRT*,81,True,46.701,4,0.0435
small,wide,RRT*,82,True,46.725,4,0.0445
small,wide,RRT*,83,True,46.647,4,0.0458
small,wide,RRT*,84,True,47.489,4,0.0435
small,wide,RRT*,85,True,47.011,4,0.0437
small,wide,RRT*,86,True,46.525,4,0.0429
small,wide,RRT*,87,True,47.249,4,0.0432
small,wide,RRT*,88,True,46.81,4,0.0449
small,wide,RRT*,89,True,46.76,4,0.042
small,wide,RRT*,90,True,47.16,3,0.0424
small,wide,RRT*,91,True,46.923,4,0.0456
small,wide,RRT*,92,True,47.075,4,0.0439
small,wide,RRT*,93,True,46.736,4,0.0404
small,wide,RRT*,94,True,46.588,4,0.0472
small,wide,RRT*,95,True,46.799,4,0.0461
small,wide,RRT*,96,True,46.914,4,0.0466
small,wide,RRT*,97,True,46.562,4,0.0436
small,wide,RRT*,98,True,47.02,4,0.0455
small,wide,RRT*,99,True,46.736,4,0.0451
small,multi,RRT,0,True,52.612,1,0.0009
small,multi,RRT,1,True,60.603,1,0.0035
small,multi,RRT,2,True,52.621,1,0.0023
small,multi,RRT,3,True,59.523,0,0.0017
small,multi,RRT,4,True,52.974,1,0.0021
small,multi,RRT,5,True,58.704,1,0.0022
small,multi,RRT,6,True,56.389,1,0.0024
small,multi,RRT,7,True,57.777,1,0.0015
small,multi,RRT,8,True,58.695,1,0.0044
small,multi,RRT,9,True,60.166,1,0.0017
small,multi,RRT,10,True,61.832,1,0.0025
small,multi,RRT,11,True,55.823,0,0.002
small,multi,RRT,12,True,64.254,1,0.0033
small,multi,RRT,13,True,51.802,1,0.0012
small,multi,RRT,14,True,61.876,0,0.002
small,multi,RRT,15,True,58.67,1,0.0007
small,multi,RRT,16,True,61.033,1,0.0016
small,multi,RRT,17,True,55.532,0,0.0011
small,multi,RRT,18,True,54.12,0,0.0006
small,multi,RRT,19,True,55.74,1,0.0014
small,multi,RRT,20,True,55.922,1,0.0022
small,multi,RRT,21,True,54.129,1,0.001
small,multi,RRT,22,True,63.353,1,0.0028
small,multi,RRT,23,True,56.256,0,0.0029
small,multi,RRT,24,True,55.885,0,0.0016
small,multi,RRT,25,True,56.419,0,0.0009
small,multi,RRT,26,True,56.343,1,0.003
small,multi,RRT,27,True,60.462,0,0.0018
small,multi,RRT,28,True,59.699,1,0.0011
small,multi,RRT,29,True,56.099,1,0.0017
small,multi,RRT,30,True,52.732,1,0.0004
small,multi,RRT,31,True,57.427,1,0.0018
small,multi,RRT,32,True,58.76,0,0.0021
small,multi,RRT,33,True,57.529,1,0.0006
small,multi,RRT,34,True,60.157,1,0.0008
small,multi,RRT,35,True,59.19,1,0.0012
small,multi,RRT,36,True,54.033,0,0.002
small,multi,RRT,37,True,58.099,1,0.0009
small,multi,RRT,38,True,56.008,0,0.0005
small,multi,RRT,39,True,56.641,1,0.0009
small,multi,RRT,40,True,61.885,1,0.0016
small,multi,RRT,41,True,58.182,0,0.001
small,multi,RRT,42,True,55.939,0,0.0007
small,multi,RRT,43,True,57.353,1,0.0008
small,multi,RRT,44,True,57.783,0,0.0009
small,multi,RRT,45,True,61.683,0,0.0011
small,multi,RRT,46,True,57.561,1,0.0011
small,multi,RRT,47,True,56.343,1,0.001
small,multi,RRT,48,True,57.44,1,0.0009
small,multi,RRT,49,True,59.601,1,0.0011
small,multi,RRT,50,True,57.253,1,0.0005
small,multi,RRT,51,True,56.621,1,0.0005
small,multi,RRT,52,True,54.796,1,0.0008
small,multi,RRT,53,True,56.995,0,0.001
small,multi,RRT,54,True,57.01,1,0.0011
small,multi,RRT,55,True,55.28,1,0.0011
small,multi,RRT,56,True,55.551,1,0.0006
small,multi,RRT,57,True,60.54,1,0.0014
small,multi,RRT,58,True,56.612,1,0.0012
small,multi,RRT,59,True,63.644,1,0.0024
small,multi,RRT,60,True,54.472,1,0.0007
small,multi,RRT,61,True,56.457,1,0.0008
small,multi,RRT,62,True,61.839,1,0.0053
small,multi,RRT,63,True,57.469,0,0.0015
small,multi,RRT,64,True,58.099,1,0.001
small,multi,RRT,65,True,55.236,0,0.0007
small,multi,RRT,66,True,56.516,1,0.0007
small,multi,RRT,67,True,55.476,1,0.001
small,multi,RRT,68,True,59.867,1,0.001
small,multi,RRT,69,True,56.009,1,0.0019
small,multi,RRT,70,True,56.836,1,0.0011
small,multi,RRT,71,True,57.562,1,0.002
small,multi,RRT,72,True,54.225,1,0.0013
small,multi,RRT,73,True,53.479,1,0.0004
small,multi,RRT,74,True,56.65,1,0.0019
small,multi,RRT,75,True,67.509,0,0.0018
small,multi,RRT,76,True,54.621,0,0.004
small,multi,RRT,77,True,56.203,0,0.0013
small,multi,RRT,78,True,53.886,1,0.0008
small,multi,RRT,79,True,57.46,1,0.0011
small,multi,RRT,80,True,57.823,1,0.001
small,multi,RRT,81,True,69.195,0,0.0016
small,multi,RRT,82,True,54.621,1,0.0012
small,multi,RRT,83,True,57.291,0,0.0023
